Name,Platform,Year_of_Release,Genre,NA_Sales,Global_Sales,Critic_Score,User_Score,Rating
Final Fantasy XI: Chains of Promathia,PS2,2004.0,Role-Playing,0.12,0.25,77.0,8.0,T
Mortal Kombat: Deception,GC,2005.0,Fighting,0.09,0.11,77.0,8.9,M
Driver: Parallel Lines,PS2,2006.0,Racing,0.12,0.28,69.0,6.9,M
Metal Slug 3,XB,2004.0,Shooter,0.08,0.1,76.0,5.1,T
The Witcher: Enhanced Edition,PC,2008.0,Role-Playing,0.32,0.32,86.0,8.5,M
FlatOut,XB,2004.0,Racing,0.12,0.17,71.0,8.2,T
NBA 2K7,PS2,2006.0,Sports,0.65,0.78,81.0,8.4,E
Patrician IV,PC,2010.0,Strategy,0.03,0.04,66.0,6.4,E
Justice League Heroes: The Flash,GBA,2006.0,Action,0.02,0.03,72.0,7.4,E10+
Uncharted 2: Among Thieves,PS3,2009.0,Action,3.27,6.66,96.0,8.8,T
Time Crisis 4,PS3,2007.0,Shooter,0.32,0.83,60.0,7.4,T
BioShock 2,PS3,2010.0,Shooter,0.85,1.54,88.0,8.2,M
Sega Rally Revo,PSP,2007.0,Racing,0.03,0.25,74.0,7.2,E
Dragon Quest Heroes: Rocket Slime,DS,2005.0,Action,0.13,0.44,83.0,7.6,E
Lemmings,PSP,2006.0,Puzzle,0.12,0.86,76.0,7.9,E
Voodoo Vince,XB,2003.0,Platform,0.09,0.12,73.0,8.4,T
Steambot Chronicles: Battle Tournament,PSP,2008.0,Fighting,0.05,0.06,54.0,6.3,E10+
Generation of Chaos,PSP,2005.0,Role-Playing,0.05,0.06,60.0,7.7,T
Trapped Dead,PC,2011.0,Strategy,0.0,0.02,50.0,4.7,
Assassin's Creed III: Liberation,PSV,2012.0,Action,0.53,1.32,70.0,7.2,M
Drake of the 99 Dragons,XB,,Shooter,0.05,0.07,22.0,1.8,T
The Sims: Bustin' Out,GC,2003.0,Simulation,0.43,0.66,81.0,9.0,T
Trine,PC,2009.0,Action,0.0,0.01,80.0,8.2,E10+
Operation Flashpoint: Dragon Rising,PC,2009.0,Shooter,0.02,0.05,76.0,4.9,M
Call of Duty: Black Ops II,PS3,2012.0,Shooter,4.99,13.79,83.0,5.3,M
Spawn: Armageddon,XB,2003.0,Action,0.13,0.17,57.0,9.2,M
Burnout Paradise: The Ultimate Box,PC,2009.0,Racing,0.0,0.09,87.0,7.5,E10+
The Sims 2,PS2,2005.0,Simulation,0.67,0.81,75.0,4.4,T
The BIGS 2,X360,2009.0,Sports,0.19,0.21,76.0,6.2,E10+
DiRT,PC,2007.0,Racing,0.0,0.02,84.0,7.3,E
F.E.A.R. 2: Project Origin,PC,2009.0,Shooter,0.02,0.07,79.0,7.8,M
Geist,GC,2005.0,Adventure,0.11,0.15,66.0,8.5,M
The Lost Vikings,GBA,2003.0,Puzzle,0.04,0.05,75.0,9.1,E
Amped: Freestyle Snowboarding,XB,2001.0,Sports,0.69,0.82,78.0,9.0,E
How to Train Your Dragon,PS3,2010.0,Action,0.12,0.18,51.0,7.0,E10+
BMX XXX,PS2,2002.0,Sports,0.07,0.15,54.0,4.6,M
NBA Live 2002,PS2,2001.0,Sports,0.91,1.86,70.0,7.4,E
Luigi's Mansion: Dark Moon,3DS,2013.0,Action,1.8,4.59,86.0,8.4,E
Fist of the North Star: Ken's Rage 2,PS3,2012.0,Fighting,0.0,0.3,49.0,7.0,M
Grand Theft Auto: San Andreas,XB,2005.0,Action,1.26,1.95,93.0,8.6,AO
Plants vs. Zombies,X360,2010.0,Strategy,0.24,0.26,89.0,8.2,E10+
Yaiba: Ninja Gaiden Z,X360,2014.0,Action,0.03,0.05,50.0,5.3,M
BMX XXX,GC,2002.0,Sports,0.05,0.06,60.0,5.0,M
Without Warning,XB,,Shooter,0.01,0.02,45.0,2.0,M
Dino Crisis 3,XB,2003.0,Action,0.08,0.14,51.0,4.1,M
Smuggler's Run: Warzones,GC,2002.0,Misc,0.06,0.08,79.0,6.9,T
Kingdom Hearts II,PS2,2005.0,Role-Playing,2.2,4.33,87.0,9.0,E10+
Godai: Elemental Force,PS2,2002.0,Action,0.04,0.07,27.0,3.8,T
Call of Duty: Infinite Warfare,PS4,2016.0,Shooter,1.61,4.46,77.0,3.4,M
F-Zero GX,GC,2003.0,Racing,0.41,0.65,89.0,8.5,T
Kessen III,PS2,2004.0,Strategy,0.04,0.07,73.0,8.1,T
Resident Evil - Code: Veronica X,PS2,2001.0,Action,1.08,2.34,84.0,8.4,M
The Darkness,X360,2007.0,Shooter,0.36,0.44,82.0,8.1,M
The Incredibles,PS2,2004.0,Action,0.96,2.37,62.0,7.6,T
Guitar Hero: Aerosmith,X360,2008.0,Misc,1.0,1.23,70.0,6.7,T
LEGO Star Wars: The Complete Saga,Wii,2007.0,Action,3.57,5.64,80.0,8.9,E10+
Atelier Iris 2: The Azoth Of Destiny,PS2,2005.0,Role-Playing,0.03,0.06,68.0,7.8,E10+
Fish Tycoon,DS,2007.0,Simulation,0.24,0.26,46.0,7.0,E
WWE '13,X360,2012.0,Action,0.72,1.27,78.0,8.0,T
Farming Simulator 2013,X360,2013.0,Simulation,0.22,0.38,33.0,6.2,E
TimeShift,PC,2007.0,Shooter,0.01,0.01,71.0,7.6,M
Bladestorm: The Hundred Years' War,X360,2007.0,Action,0.08,0.09,63.0,6.8,T
Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003.0,Action,0.09,0.18,72.0,8.9,T
World of Final Fantasy,PS4,2016.0,Role-Playing,0.08,0.33,77.0,8.3,E10+
Hatsune Miku: Project Diva f,PS3,2013.0,Misc,0.08,0.28,73.0,8.4,T
Defiance,X360,2013.0,Shooter,0.38,0.57,60.0,7.2,M
Company of Heroes: Opposing Fronts,PC,2007.0,Strategy,0.01,0.04,87.0,8.6,M
Grey's Anatomy: The Video Game,PC,2009.0,Adventure,0.0,0.02,36.0,3.9,T
Real Heroes: Firefighter,Wii,2009.0,Action,0.56,0.64,67.0,8.2,E10+
Angry Birds Trilogy,X360,2012.0,Action,0.18,0.26,63.0,3.5,E
Armored Core 2: Another Age,PS2,2001.0,Simulation,0.11,0.41,75.0,8.8,T
LEGO Marvel Super Heroes,WiiU,2013.0,Action,0.31,0.74,82.0,8.0,E10+
Mark McMorris Infinite Air,PS4,2016.0,Sports,0.01,0.02,49.0,6.0,T
Valentino Rossi: The Game,PS4,2016.0,Racing,0.01,0.08,75.0,8.0,E
Syndicate,X360,2012.0,Shooter,0.1,0.18,74.0,7.1,M
Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006.0,Action,0.03,0.05,69.0,7.2,M
Charlie and the Chocolate Factory,GBA,2005.0,Adventure,0.22,0.3,36.0,3.8,E
Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,2.13,3.67,94.0,8.5,T
Half-Life,PC,1997.0,Shooter,4.03,4.12,96.0,9.1,M
Zombie Army Trilogy,XOne,2015.0,Shooter,0.05,0.11,62.0,7.2,
Company of Heroes 2,PC,2013.0,Strategy,0.06,0.34,80.0,2.1,M
NHL 2K7,X360,2006.0,Sports,0.07,0.08,78.0,7.9,E10+
Greg Hastings' Tournament Paintball Max'd,PS2,2006.0,Shooter,0.01,0.01,70.0,9.2,E10+
Transformers: Fall of Cybertron,PC,2012.0,Action,0.01,0.01,78.0,7.9,T
Corpse Party: Blood Drive,PSV,2014.0,Adventure,0.08,0.18,60.0,7.4,M
JASF: Jane's Advanced Strike Fighters,PC,2011.0,Simulation,0.02,0.04,48.0,3.1,T
Uncharted: Drake's Fortune,PS3,2007.0,Action,2.31,4.92,88.0,8.1,T
NCAA Football 2002,PS2,2001.0,Sports,0.77,1.57,90.0,8.7,E
MLB Power Pros 2008,Wii,2008.0,Sports,0.11,0.13,79.0,8.7,E
Sands of Destruction,DS,2008.0,Role-Playing,0.09,0.23,63.0,7.9,T
WWF Raw,XB,2002.0,Fighting,0.4,0.55,68.0,6.6,T
Sacred 2: Fallen Angel,X360,2009.0,Role-Playing,0.29,0.54,71.0,7.3,M
Ridge Racer Unbounded,X360,2012.0,Racing,0.05,0.11,71.0,7.7,T
Zoo Tycoon 2 DS,DS,2008.0,Strategy,0.24,0.29,60.0,5.4,E
Tornado Outbreak,X360,2009.0,Action,0.07,0.08,62.0,8.0,E10+
Medal of Honor: Underground,GBA,2002.0,Shooter,0.05,0.08,46.0,1.7,T
F1 Race Stars,PC,2012.0,Racing,0.0,0.02,62.0,5.4,E
Harry Potter: Quidditch World Cup,PS2,2003.0,Sports,0.44,0.9,68.0,6.6,E
NBA 09: The Inside,PSP,2008.0,Sports,0.16,0.17,79.0,7.4,E
Tom Clancy's Ghost Recon: Future Soldier,X360,2012.0,Shooter,0.93,1.47,79.0,7.2,M
Pro Race Driver,PS2,2002.0,Racing,0.13,0.27,81.0,8.5,T
DiRT Rally,XOne,2016.0,Racing,0.04,0.12,86.0,8.0,E
Dragon Booster,DS,2005.0,Shooter,0.02,0.02,33.0,7.0,E
Devil May Cry 3: Dante's Awakening,PS2,2005.0,Action,0.99,2.09,84.0,9.0,M
Tales of Graces f,PS3,2010.0,Role-Playing,0.28,0.98,77.0,8.2,T
Disgaea 5: Alliance of Vengeance,PS4,2015.0,Role-Playing,0.11,0.29,80.0,8.1,T
Capcom Classics Collection,PS2,2005.0,Misc,0.22,0.51,78.0,8.4,T
Shrek 2,XB,2004.0,Platform,0.4,0.55,72.0,8.4,E
Assassin's Creed: Rogue,PS3,2014.0,Action,0.46,1.29,72.0,7.5,M
Blitz: The League,XB,2004.0,Sports,0.4,0.53,78.0,7.7,M
Teenage Mutant Ninja Turtles,XB,2003.0,Action,0.22,0.3,56.0,8.4,E
Saint Seiya: Soldiers' Soul,PS4,2015.0,Fighting,0.0,0.18,59.0,7.8,T
Little League World Series Baseball 2008,Wii,2008.0,Sports,0.09,0.09,70.0,8.0,E
Dynasty Warriors Gundam,PS3,2007.0,Action,0.14,0.47,60.0,6.9,T
NCAA March Madness 2004,PS2,2003.0,Sports,0.5,1.03,82.0,8.8,E
Drakan: The Ancients' Gates,PS2,2002.0,Adventure,0.13,0.26,78.0,9.0,M
Kinetica,PS2,2001.0,Racing,0.16,0.32,77.0,8.3,T
Max Payne,XB,2001.0,Shooter,0.98,1.22,89.0,8.3,M
Rayman 3: Hoodlum Havoc,PC,2003.0,Platform,0.0,0.03,74.0,8.3,E
Bubble Bobble Double Shot,DS,2007.0,Puzzle,0.03,0.04,50.0,4.8,E
Xblaze: Lost Memories,PS3,2015.0,Adventure,0.02,0.02,63.0,6.2,M
NBA 2K13,X360,2012.0,Sports,2.6,3.0,88.0,7.2,E
The Sims,PC,2000.0,Simulation,0.01,0.05,92.0,7.9,T
Donkey Kong Country: Tropical Freeze,WiiU,2014.0,Platform,0.7,1.52,83.0,8.9,E
Summon Night: Swordcraft Story,GBA,2003.0,Role-Playing,0.02,0.02,77.0,8.1,E10+
College Hoops 2K6,XB,2005.0,Sports,0.07,0.1,82.0,9.2,E
Burnout Legends,PSP,2005.0,Racing,0.7,0.84,86.0,8.4,E10+
Battle Arena Toshinden,PS,1994.0,Fighting,0.39,1.27,69.0,6.3,T
Plants vs. Zombies,PC,2009.0,Strategy,0.0,0.05,87.0,8.9,E10+
Until Dawn: Rush of Blood,PS4,2016.0,Adventure,0.18,0.39,72.0,8.0,M
Army Men: Green Rogue,PS2,2001.0,Action,0.06,0.13,39.0,3.8,T
Phantom Brave,PS2,2004.0,Role-Playing,0.07,0.14,81.0,7.9,T
Beyblade G-Revolution,GBA,2004.0,Action,0.15,0.2,40.0,7.8,E
UFC Undisputed 2010,X360,2010.0,Fighting,0.9,1.32,84.0,6.7,T
SimCity 2000,GBA,2003.0,Simulation,0.08,0.11,62.0,7.8,E
Sid Meier's Civilization: Beyond Earth,PC,2014.0,Strategy,0.11,0.36,81.0,5.5,E10+
The Golden Compass,PSP,,Action,0.11,0.37,28.0,4.1,E10+
Sonic Adventure DX: Director's Cut,GC,2003.0,Platform,0.87,1.27,57.0,7.9,E
Groovin' Blocks,Wii,2009.0,Puzzle,0.01,0.01,75.0,8.5,E
The Last Airbender,Wii,2010.0,Action,0.12,0.21,53.0,6.6,T
F1 2009,PSP,2009.0,Racing,0.08,0.52,68.0,7.2,E
Ultimate Spider-Man,GC,2005.0,Action,0.29,0.37,76.0,7.2,T
ESPN NBA 2K5,PS2,2004.0,Sports,1.26,1.59,83.0,7.5,E
Thrillville: Off the Rails,X360,2007.0,Strategy,0.13,0.16,73.0,2.8,E10+
Cars,PS2,2006.0,Racing,1.01,1.21,71.0,8.4,E
Rayman Origins,3DS,2012.0,Platform,0.06,0.15,71.0,6.3,E10+
EA Sports UFC,PS4,2014.0,Sports,0.46,1.05,70.0,6.1,T
Crash: Mind Over Mutant,PS2,2008.0,Platform,0.25,0.5,73.0,6.5,E10+
FIFA Soccer 2005,XB,2004.0,Sports,0.33,0.97,81.0,8.7,E
The Golden Compass,X360,2007.0,Action,0.3,0.46,41.0,4.1,E10+
Ultimate Spider-Man,GBA,2005.0,Action,0.22,0.3,62.0,7.3,E10+
Warriors Orochi 2,PSP,2008.0,Action,0.06,0.29,56.0,7.5,T
Call of Duty 4: Modern Warfare,PS3,2007.0,Shooter,3.11,6.68,94.0,8.4,M
Saints Row: The Third,PC,2011.0,Action,0.16,0.38,84.0,8.1,M
The Crew: Wild Run,PC,2015.0,Action,0.0,0.02,74.0,7.4,T
Way of the Samurai 3,PS3,2008.0,Action,0.18,0.52,58.0,7.9,M
Mega Man Battle Network 2,GBA,2002.0,Action,0.22,0.31,81.0,9.0,E
Need For Speed: High Stakes,PS,1999.0,Racing,1.58,2.31,86.0,8.5,E
The Matrix: Path of Neo,XB,2005.0,Action,0.23,0.31,73.0,7.3,T
Singularity,X360,,Shooter,0.24,0.32,76.0,7.7,M
The Typing of the Dead,DC,2000.0,Shooter,0.0,0.05,83.0,7.8,M
X-Men: Destiny,PS3,2011.0,Action,0.14,0.24,50.0,4.8,T
Tank Beat,DS,2006.0,Strategy,0.01,0.02,40.0,5.4,E10+
Super Paper Mario,Wii,2007.0,Platform,1.95,3.71,85.0,7.9,E
Doom 3 BFG Edition,PS3,2012.0,Shooter,0.26,0.57,67.0,6.4,M
NHL 07,XB,2006.0,Sports,0.02,0.03,75.0,7.7,E10+
Mario Tennis Open,3DS,2012.0,Sports,0.26,0.95,69.0,6.9,E
Dance Dance Revolution Universe 2,X360,2007.0,Simulation,0.46,0.5,65.0,7.4,E10+
Epic Mickey 2: The Power of Two,WiiU,2012.0,Action,0.13,0.23,57.0,5.6,E
Halo 3: ODST,X360,2009.0,Shooter,4.34,6.34,83.0,7.1,M
NBA Street,PS2,2001.0,Sports,2.19,2.79,89.0,8.6,E
FIFA Soccer 2005,GBA,2004.0,Sports,0.06,0.08,75.0,7.8,E
Enthusia Professional Racing,PS2,2005.0,Racing,0.07,0.15,70.0,7.6,E
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005.0,Action,0.36,0.43,68.0,8.4,T
Divinity: Original Sin,PC,2014.0,Role-Playing,0.0,0.02,87.0,8.7,M
James Bond 007: Nightfire,XB,2002.0,Shooter,0.58,0.82,78.0,7.8,T
DDRMAX2: Dance Dance Revolution,PS2,2003.0,Simulation,1.05,1.81,82.0,8.2,E
Assassin's Creed IV: Black Flag,PS4,2013.0,Action,1.07,2.85,83.0,7.8,M
Broken Sword: The Shadow of the Templars,GBA,2002.0,Adventure,0.04,0.06,80.0,7.8,T
Pokémon Platinum Version,DS,2008.0,Role-Playing,2.76,7.72,83.0,8.5,E
Major League Baseball 2K9,X360,2009.0,Sports,0.56,0.61,64.0,5.3,E
Half-Minute Hero,PSP,2009.0,Role-Playing,0.08,0.18,84.0,7.8,E10+
SSX 3,XB,2003.0,Sports,0.29,0.39,92.0,8.7,E
World Poker Tour,GBA,2005.0,Misc,0.01,0.01,,,E
Madden NFL 07,X360,2006.0,Sports,1.66,1.8,80.0,6.0,E
Battlestations: Pacific,X360,2009.0,Strategy,0.17,0.32,76.0,7.4,T
Blinx: The Time Sweeper,XB,2002.0,Platform,0.39,0.56,71.0,8.0,E
Sword Art Online: Lost Song,PS4,2015.0,Role-Playing,0.1,0.25,63.0,6.3,T
Bladestorm: Nightmare,XOne,2015.0,Action,0.03,0.05,48.0,7.1,T
Crysis 2,PC,2011.0,Action,0.16,0.74,86.0,6.8,M
Crash of the Titans,PS2,2007.0,Action,0.34,0.41,70.0,5.9,E10+
UEFA Champions League 2006-2007,X360,2007.0,Sports,0.04,0.05,72.0,8.2,E
Dai Senryaku VII: Modern Military Tactics,XB,2003.0,Strategy,0.03,0.04,74.0,8.8,E
LEGO Pirates of the Caribbean: The Video Game,3DS,2011.0,Action,0.29,0.62,71.0,7.3,E10+
Truth or Lies,X360,2010.0,Misc,0.07,0.11,28.0,5.2,T
Mega Man Zero 3,GBA,2004.0,Platform,0.16,0.22,77.0,9.0,E
Star Wars: The Force Unleashed II,X360,2010.0,Action,0.95,1.43,61.0,5.7,T
Need for Speed Underground Rivals,PSP,2005.0,Racing,0.69,1.32,74.0,8.5,E
X-Men: Next Dimension,GC,2002.0,Fighting,0.1,0.13,63.0,8.2,T
Cabela's Dangerous Hunts 2009,PS3,2008.0,Sports,0.12,0.13,39.0,1.8,T
DoDonPachi Resurrection,X360,2010.0,Shooter,0.0,0.05,77.0,8.6,
Zoids Assault,X360,2007.0,Strategy,0.08,0.09,46.0,7.3,T
25 to Life,XB,2006.0,Shooter,0.12,0.17,41.0,7.2,M
Bladestorm: The Hundred Years' War,PS3,2007.0,Action,0.1,0.28,58.0,7.9,T
Ghostbusters: The Video Game,PS2,2009.0,Action,0.15,0.43,64.0,8.7,E10+
Jurassic Park: Operation Genesis,XB,2003.0,Simulation,0.05,0.07,69.0,8.8,T
Kakuto Chojin,XB,2002.0,Fighting,0.04,0.05,46.0,7.2,T
Solatorobo: Red the Hunter,DS,2010.0,Role-Playing,0.08,0.2,76.0,7.9,E10+
Hail to the Chimp,PS3,2008.0,Misc,0.05,0.05,51.0,4.5,T
Iron Man,DS,2008.0,Action,0.35,0.51,56.0,7.0,E10+
Sword Art Online: Lost Song,PSV,2015.0,Role-Playing,0.06,0.36,70.0,7.1,T
Tomb Raider: Underworld,Wii,2008.0,Action,0.13,0.45,70.0,7.2,T
Tiger Woods PGA Tour 12: The Masters,Wii,2011.0,Sports,0.2,0.34,85.0,6.7,E
Puzzle Quest: Challenge of the Warlords,DS,2007.0,Puzzle,0.28,0.34,82.0,8.7,E10+
Tales of Destiny II,PS,2000.0,Role-Playing,0.06,0.81,78.0,8.7,T
Major League Baseball 2K5,XB,2005.0,Sports,0.52,0.56,81.0,8.2,E
Guitar Hero: Warriors of Rock,Wii,2010.0,Misc,0.47,0.96,77.0,7.5,T
Tropico 5,X360,2014.0,Simulation,0.03,0.06,71.0,7.2,T
NHL 2003,GC,2002.0,Sports,0.1,0.13,79.0,6.3,E
Steel Battalion,XB,2002.0,Simulation,0.05,0.1,83.0,8.5,T
NASCAR 06: Total Team Control,XB,2005.0,Racing,0.2,0.27,79.0,5.9,E
Super Monkey Ball,GC,2001.0,Puzzle,0.95,1.46,87.0,7.9,E
Terminator 3: Rise of the Machines,XB,2003.0,Action,0.11,0.14,35.0,2.0,T
Medal of Honor: Airborne,X360,2007.0,Shooter,0.45,1.1,73.0,6.7,T
Soldier of Fortune: Payback,X360,2007.0,Shooter,0.18,0.2,50.0,5.6,M
Maximo: Ghosts to Glory,PS2,2001.0,Platform,0.38,0.77,84.0,8.7,T
Sonic and the Secret Rings,Wii,2007.0,Platform,1.21,2.73,69.0,6.6,E
Tokyo Xtreme Racer DRIFT,PS2,2003.0,Racing,0.09,0.18,59.0,8.6,E
Terraria,XOne,2014.0,Action,0.0,0.04,84.0,7.7,T
Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008.0,Adventure,0.03,0.04,67.0,8.2,E10+
Mario Party 6,GC,2004.0,Misc,0.9,1.65,71.0,7.9,E
Plants vs. Zombies: Garden Warfare 2,PC,2016.0,Shooter,0.0,0.05,82.0,7.5,E10+
Lara Croft and the Temple of Osiris,PS4,2014.0,Action,0.0,0.09,74.0,6.7,T
Kirby's Dream Collection: Special Edition,Wii,2012.0,Action,0.33,0.67,82.0,8.8,E10+
Neverwinter Nights 2,PC,2006.0,Role-Playing,0.0,0.02,82.0,6.5,T
Metal Gear Solid,PS,1998.0,Action,3.18,6.03,94.0,9.4,M
Resident Evil 2,PS,1998.0,Action,1.88,5.82,89.0,9.2,M
Warhammer: Mark of Chaos,PC,2006.0,Strategy,0.0,0.03,73.0,7.4,M
Dark Souls II,PS3,2014.0,Role-Playing,0.4,1.27,91.0,8.1,T
Spider-Man: The Movie,PS2,2002.0,Action,2.71,4.48,76.0,7.9,E
Tony Hawk's American Wasteland,GC,2005.0,Sports,0.33,0.42,76.0,7.7,T
Twin Strike: Operation Thunder,Wii,2008.0,Shooter,0.04,0.04,50.0,8.3,E10+
Arc the Lad: End of Darkness,PS2,2004.0,Role-Playing,0.03,0.06,59.0,4.2,T
FIFA 15,PC,2014.0,Sports,0.0,0.28,82.0,4.2,E
Need for Speed Underground,XB,2003.0,Racing,1.09,1.71,83.0,8.7,E
Hitman 2: Silent Assassin,XB,,Action,0.76,1.19,84.0,8.0,M
James Bond 007: Nightfire,GC,2002.0,Shooter,0.6,0.78,80.0,8.6,T
Mission: Impossible - Operation Surma,XB,2003.0,Platform,0.1,0.13,67.0,6.8,T
Need for Speed: Shift,X360,2009.0,Racing,0.73,1.91,83.0,6.5,E
Tony Hawk's Underground 2,PS2,2004.0,Sports,1.25,2.37,83.0,8.8,T
Romance of the Three Kingdoms VII,PS2,2000.0,Strategy,0.08,0.32,72.0,8.7,E
Neopets Petpet Adventures: The Wand of Wishing,PSP,2006.0,Adventure,0.11,0.12,66.0,7.7,E
"Warhammer 40,000: Dawn of War II - Retribution",PC,2011.0,Strategy,0.0,0.08,80.0,7.8,M
Blood Drive,X360,2010.0,Racing,0.09,0.11,40.0,6.5,M
The Sims,GC,2003.0,Simulation,0.35,0.49,85.0,7.7,T
Dynasty Warriors 8,X360,2013.0,Action,0.09,0.15,65.0,7.5,T
Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004.0,Role-Playing,0.13,0.27,67.0,8.4,T
Need for Speed: ProStreet,PS3,2007.0,Racing,0.73,2.04,73.0,6.0,E10+
Mass Effect 2,PC,2010.0,Role-Playing,0.01,0.39,94.0,8.8,M
Sonic Generations,PS3,2011.0,Platform,0.6,1.58,76.0,8.2,E
Hot Shots Golf: Open Tee,PSP,2004.0,Sports,0.5,1.96,81.0,8.7,E10+
Deadpool,PS3,2013.0,Action,0.23,0.45,61.0,7.2,M
NBA,PSP,2005.0,Sports,0.2,0.21,57.0,6.9,E
Madden NFL 2003,PS2,2002.0,Sports,3.36,4.14,95.0,7.7,E
NHL 2004,PS2,2003.0,Sports,0.47,0.97,85.0,7.6,E
Wii Sports,Wii,2006.0,Sports,41.36,82.53,76.0,8.0,E
MotionSports: Adrenaline,X360,2011.0,Sports,0.14,0.27,41.0,7.4,E
Need for Speed: Most Wanted,GC,2005.0,Racing,0.43,0.56,80.0,9.1,T
Star Wars The Clone Wars: Republic Heroes,PS3,2009.0,Action,0.19,0.43,43.0,5.3,T
Mechanic Master 2,DS,2010.0,Puzzle,0.02,0.02,,,E
Draglade,DS,2007.0,Fighting,0.09,0.1,71.0,7.5,E10+
Tony Hawk's Pro Skater 2x,XB,2001.0,Sports,0.41,0.63,78.0,8.8,T
Brain Age 2: More Training in Minutes a Day,DS,2005.0,Puzzle,3.43,15.29,77.0,7.1,E
Pro Evolution Soccer 2012,Wii,2011.0,Action,0.08,0.21,79.0,7.0,E
Fire Emblem,GBA,2003.0,Strategy,0.49,0.97,88.0,9.2,E
Nobunaga's Ambition: Rise to Power,PS2,2004.0,Strategy,0.0,0.08,70.0,8.8,T
Tony Hawk's Pro Skater 4,GBA,2002.0,Sports,0.41,0.57,85.0,8.8,E
NCAA Football 08,PS3,2007.0,Sports,0.35,0.38,77.0,7.9,E
The Order: 1886,PS4,2015.0,Shooter,0.61,1.74,63.0,6.6,M
Angry Birds Trilogy,PS3,2012.0,Action,0.12,0.16,66.0,3.7,E
Elebits: The Adventures of Kai and Zero,DS,2008.0,Adventure,0.07,0.08,75.0,8.3,E
Dead Island,X360,2011.0,Action,1.48,2.37,71.0,6.9,M
The Lord of the Rings: War in the North,PS3,,Action,0.25,0.82,63.0,7.0,M
Driver: Parallel Lines,XB,2006.0,Racing,0.05,0.07,69.0,4.6,M
Def Jam Rapstar,PS3,2010.0,Misc,0.25,0.32,75.0,6.3,T
Dragon Ball Z: Harukanaru Densetsu,DS,2007.0,Role-Playing,0.19,0.2,57.0,6.2,E
Need for Speed: The Run,3DS,2011.0,Action,0.09,0.19,65.0,6.0,E10+
Astro Boy,PS2,2004.0,Action,0.04,0.09,54.0,6.9,E
Tom Clancy's Ghost Recon: Island Thunder,XB,2003.0,Shooter,0.61,0.87,81.0,8.8,M
Until Dawn,PS4,2015.0,Adventure,0.45,1.66,79.0,8.2,M
World Racing,XB,2003.0,Racing,0.05,0.07,56.0,8.1,E
Sword of Mana,GBA,2003.0,Role-Playing,0.31,0.74,72.0,8.3,E
Marvel Nemesis: Rise of the Imperfects,XB,2005.0,Fighting,0.21,0.28,58.0,7.5,T
Shin Megami Tensei: Persona 3,PS2,2006.0,Role-Playing,0.22,0.45,86.0,8.4,M
The Wolf Among Us,PS4,2014.0,Adventure,0.1,0.21,83.0,8.4,M
Backbreaker,X360,,Sports,0.17,0.18,54.0,7.6,E
Fatal Frame II: Crimson Butterfly,PS2,2003.0,Action,0.08,0.16,81.0,9.2,M
Yakuza: Dead Souls,PS3,2011.0,Shooter,0.09,0.6,64.0,7.4,M
Disney's Tarzan Untamed,GC,2001.0,Platform,0.14,0.18,61.0,7.4,E
Fatal Frame: Maiden of Black Water,WiiU,2014.0,Action,0.0,0.11,67.0,7.6,M
Robocalypse,DS,2008.0,Strategy,0.07,0.07,78.0,8.6,E10+
Homefront,PC,2011.0,Shooter,0.11,0.24,70.0,5.5,M
Act of Aggression,PC,2015.0,Strategy,0.0,0.01,71.0,7.1,
Jet Grind Radio,GBA,2003.0,Action,0.02,0.03,74.0,9.3,E
Hatsune Miku: Project Diva X,PS4,2016.0,Misc,0.02,0.05,78.0,7.4,T
Ape Escape,PS,1999.0,Platform,0.71,1.63,90.0,8.8,E
The Treasures of Montezuma,DS,2010.0,Puzzle,0.02,0.04,,,E
Madden NFL 06,PSP,2005.0,Sports,0.69,0.75,75.0,7.9,E
MLB 09: The Show,PS3,2009.0,Sports,0.66,0.72,90.0,8.1,E
Eternal Sonata,PS3,2008.0,Role-Playing,0.19,0.44,80.0,7.8,T
NCAA Football 2003,GC,2002.0,Sports,0.16,0.21,91.0,8.1,E
Battlefield 1,XOne,2016.0,Shooter,1.28,2.25,87.0,8.2,M
Catwoman,GC,2004.0,Action,0.05,0.07,47.0,6.1,T
Tournament of Legends,Wii,2010.0,Fighting,0.04,0.06,45.0,6.9,T
Grand Theft Auto,GBA,2004.0,Action,0.17,0.24,68.0,7.1,M
The Simpsons Game,PS3,2007.0,Action,0.38,0.88,71.0,7.5,T
Mega Man Legends 2,PS,2000.0,Adventure,0.17,0.42,76.0,8.8,E
Combat Flight Simulator 3: Battle for Europe,PC,2002.0,Simulation,0.01,0.02,69.0,6.5,E
Samba De Amigo,Wii,2008.0,Misc,0.41,0.88,68.0,8.1,E
Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009.0,Role-Playing,0.08,0.09,45.0,8.1,T
Rayman Raving Rabbids 2,Wii,2007.0,Misc,0.82,1.83,67.0,8.3,E10+
